person_age,person_age_cleaned,person_income,person_income_cleaned,person_home_ownership,person_emp_length,person_emp_length_cleaned,loan_intent,loan_grade,loan_amnt,loan_amnt_cleaned,loan_int_rate,loan_status,loan_percent_income,loan_percent_income_cleaned,cb_person_default_on_file,cb_person_cred_hist_length
26,26.0,60000,60000,MORTGAGE,2.0,2.0,MEDICAL,B,5000,5000,,0,0.08,0.0833,N,4
25,25.0,60000,60000,MORTGAGE,3.0,3.0,EDUCATION,B,10000,10000,10.36,0,0.17,0.1667,N,4
25,25.0,51996,51996,RENT,6.0,6.0,MEDICAL,B,8000,8000,10.37,0,0.15,0.1539,N,2
24,24.0,52000,52000,RENT,3.0,3.0,HOMEIMPROVEMENT,B,8000,8000,10.99,0,0.15,0.1538,N,4
24,24.0,52000,52000,RENT,2.0,2.0,MEDICAL,A,8000,8000,7.51,0,0.15,0.1538,N,4
26,26.0,52000,52000,RENT,3.0,3.0,EDUCATION,B,8000,8000,10.25,0,0.15,0.1538,N,4
23,23.0,52000,52000,RENT,5.0,5.0,DEBTCONSOLIDATION,C,8000,8000,13.22,0,0.15,0.1538,N,2
26,26.0,46000,46000,RENT,3.0,3.0,PERSONAL,D,8000,8000,14.42,1,0.17,0.1739,N,2
22,22.0,60000,60000,OWN,3.0,3.0,PERSONAL,D,8700,8700,15.58,0,0.14,0.145,Y,4
24,24.0,52000,52000,RENT,1.0,1.0,EDUCATION,C,8000,8000,11.78,0,0.15,0.1538,N,3
23,23.0,46000,46000,RENT,2.0,2.0,EDUCATION,D,8000,8000,11.86,1,0.17,0.1739,N,3
25,25.0,60000,60000,MORTGAGE,3.0,3.0,VENTURE,B,10000,10000,11.49,0,0.17,0.1667,N,4
24,24.0,60000,60000,MORTGAGE,3.0,3.0,VENTURE,A,20000,20000,7.88,0,0.33,0.3333,N,2
25,25.0,60000,60000,OWN,9.0,9.0,MEDICAL,A,16000,16000,7.88,0,0.27,0.2667,N,4
24,24.0,46500,46500,RENT,2.0,2.0,HOMEIMPROVEMENT,C,8000,8000,15.23,1,0.17,0.172,Y,2
24,24.0,52800,52800,RENT,1.0,1.0,MEDICAL,C,8000,8000,12.87,0,0.15,0.1515,Y,3
21,21.0,60000,60000,OWN,0.0,0.0,VENTURE,D,16000,16000,,0,0.27,0.2667,N,2
24,24.0,60000,60000,MORTGAGE,8.0,8.0,DEBTCONSOLIDATION,C,14000,14000,,0,0.23,0.2333,N,2
25,25.0,53000,53000,RENT,9.0,9.0,EDUCATION,C,8000,8000,12.23,0,0.15,0.1509,N,3
23,23.0,53000,53000,RENT,6.0,6.0,MEDICAL,C,8000,8000,14.26,0,0.15,0.1509,Y,4
23,23.0,60000,60000,MORTGAGE,7.0,7.0,EDUCATION,A,12000,12000,7.88,0,0.2,0.2,N,2
22,22.0,60000,60000,OWN,,,EDUCATION,B,20000,20000,11.12,0,0.33,0.3333,N,3
26,26.0,53688,53688,RENT,11.0,11.0,DEBTCONSOLIDATION,A,8000,8000,5.42,0,0.15,0.149,N,4
23,23.0,54000,54000,RENT,7.0,7.0,DEBTCONSOLIDATION,B,8000,8000,10.99,0,0.15,0.1481,N,4
23,23.0,48000,48000,RENT,3.0,3.0,DEBTCONSOLIDATION,D,8000,8000,15.58,1,0.17,0.1667,N,2
24,24.0,54000,54000,RENT,7.0,7.0,MEDICAL,A,8000,8000,7.88,0,0.15,0.1481,N,3
22,22.0,60000,60000,MORTGAGE,6.0,6.0,MEDICAL,A,17500,17500,7.88,0,0.29,0.2917,N,4
24,24.0,54000,54000,RENT,3.0,3.0,MEDICAL,A,8000,8000,8.07,0,0.15,0.1481,N,4
23,23.0,54000,54000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,E,10000,10000,16.45,1,0.19,0.1852,N,3
23,23.0,54500,54500,RENT,2.0,2.0,DEBTCONSOLIDATION,A,8000,8000,,0,0.15,0.1468,N,2
22,22.0,54600,54600,RENT,6.0,6.0,DEBTCONSOLIDATION,A,8000,8000,7.51,0,0.15,0.1465,N,2
26,26.0,54600,54600,RENT,4.0,4.0,HOMEIMPROVEMENT,C,8000,8000,13.8,0,0.15,0.1465,Y,4
22,22.0,48996,48996,RENT,0.0,0.0,PERSONAL,D,8000,8000,14.96,1,0.16,0.1633,Y,2
23,23.0,60000,60000,MORTGAGE,5.0,5.0,PERSONAL,D,15000,15000,15.21,0,0.25,0.25,Y,3
23,23.0,54000,54000,MORTGAGE,2.0,2.0,MEDICAL,D,7500,7500,15.58,1,0.14,0.1389,N,2
23,23.0,55000,55000,RENT,2.0,2.0,PERSONAL,B,8000,8000,10.65,0,0.15,0.1455,N,2
23,23.0,54000,54000,MORTGAGE,5.0,5.0,EDUCATION,B,7750,7750,10.38,1,0.14,0.1435,N,4
22,22.0,55000,55000,RENT,6.0,6.0,PERSONAL,B,8000,8000,11.71,0,0.15,0.1455,N,3
23,23.0,55000,55000,RENT,1.0,1.0,MEDICAL,A,8000,8000,5.42,0,0.15,0.1455,N,4
26,26.0,54000,54000,MORTGAGE,2.0,2.0,HOMEIMPROVEMENT,C,6000,6000,13.98,1,0.11,0.1111,Y,3
23,23.0,60000,60000,OWN,1.0,1.0,VENTURE,B,2000,2000,11.12,0,0.03,0.0333,N,4
24,24.0,60000,60000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,A,14000,14000,7.51,0,0.23,0.2333,N,2
22,22.0,60000,60000,OWN,6.0,6.0,EDUCATION,B,5900,5900,11.12,0,0.1,0.0983,N,2
24,24.0,55000,55000,RENT,8.0,8.0,HOMEIMPROVEMENT,C,8000,8000,13.8,0,0.15,0.1455,Y,2
23,23.0,55000,55000,RENT,4.0,4.0,EDUCATION,B,8000,8000,9.25,0,0.15,0.1455,N,2
25,25.0,60000,60000,MORTGAGE,3.0,3.0,VENTURE,A,7000,7000,,0,0.12,0.1167,N,3
22,22.0,60000,60000,MORTGAGE,7.0,7.0,VENTURE,C,7000,7000,13.61,0,0.12,0.1167,Y,3
24,24.0,60000,60000,MORTGAGE,6.0,6.0,PERSONAL,C,2400,2400,13.61,0,0.04,0.04,Y,4
22,22.0,49000,49000,RENT,1.0,1.0,EDUCATION,A,8000,8000,6.91,1,0.16,0.1633,N,2
23,23.0,55000,55000,RENT,7.0,7.0,VENTURE,C,8000,8000,13.11,0,0.15,0.1455,N,3
22,22.0,60000,60000,MORTGAGE,4.0,4.0,EDUCATION,A,8000,8000,7.14,0,0.13,0.1333,N,2
25,25.0,60000,60000,OWN,9.0,9.0,MEDICAL,A,4000,4000,6.39,0,0.07,0.0667,N,4
24,24.0,60000,60000,MORTGAGE,2.0,2.0,PERSONAL,B,2600,2600,11.49,0,0.04,0.0433,N,4
23,23.0,49161,49161,RENT,1.0,1.0,HOMEIMPROVEMENT,D,8000,8000,13.17,1,0.16,0.1627,Y,4
23,23.0,55550,55550,RENT,7.0,7.0,DEBTCONSOLIDATION,B,8000,8000,,0,0.14,0.144,N,3
26,26.0,60000,60000,OWN,8.0,8.0,VENTURE,A,9800,9800,,0,0.16,0.1633,N,4
25,25.0,56000,56000,RENT,9.0,9.0,VENTURE,A,8000,8000,5.99,0,0.14,0.1429,N,2
25,25.0,60000,60000,OWN,8.0,8.0,EDUCATION,B,14000,14000,11.12,0,0.23,0.2333,N,2
23,23.0,50000,50000,RENT,7.0,7.0,DEBTCONSOLIDATION,D,8000,8000,16.02,1,0.16,0.16,N,3
22,22.0,60000,60000,MORTGAGE,7.0,7.0,VENTURE,B,6000,6000,10.38,0,0.1,0.1,N,2
23,23.0,56000,56000,RENT,1.0,1.0,EDUCATION,B,8000,8000,10.0,0,0.14,0.1429,N,3
24,24.0,56000,56000,RENT,2.0,2.0,MEDICAL,A,8000,8000,7.51,0,0.14,0.1429,N,3
22,22.0,54000,54000,MORTGAGE,0.0,0.0,HOMEIMPROVEMENT,A,16000,16000,7.51,1,0.3,0.2963,N,2
23,23.0,60000,60000,MORTGAGE,7.0,7.0,EDUCATION,A,10500,10500,,0,0.17,0.175,N,4
24,24.0,60000,60000,MORTGAGE,3.0,3.0,HOMEIMPROVEMENT,B,4000,4000,11.86,0,0.07,0.0667,N,2
24,24.0,60000,60000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,A,7000,7000,7.14,0,0.12,0.1167,N,2
24,24.0,60000,60000,MORTGAGE,9.0,9.0,PERSONAL,A,5000,5000,7.88,0,0.08,0.0833,N,4
23,23.0,60000,60000,MORTGAGE,3.0,3.0,EDUCATION,A,20000,20000,7.88,0,0.33,0.3333,N,4
25,25.0,57600,57600,RENT,0.0,0.0,HOMEIMPROVEMENT,A,8000,8000,7.66,0,0.14,0.1389,N,2
23,23.0,57750,57750,RENT,3.0,3.0,EDUCATION,A,8000,8000,7.49,0,0.14,0.1385,N,3
23,23.0,57996,57996,RENT,5.0,5.0,DEBTCONSOLIDATION,A,8000,8000,7.14,0,0.14,0.1379,N,2
25,25.0,60000,60000,MORTGAGE,5.0,5.0,HOMEIMPROVEMENT,D,3000,3000,14.59,0,0.05,0.05,Y,3
25,25.0,60000,60000,MORTGAGE,9.0,9.0,VENTURE,B,12000,12000,10.99,0,0.2,0.2,N,2
25,25.0,60000,60000,OWN,9.0,9.0,HOMEIMPROVEMENT,C,1400,1400,14.22,0,0.02,0.0233,Y,3
24,24.0,52000,52000,RENT,8.0,8.0,EDUCATION,C,8000,8000,13.99,1,0.15,0.1538,Y,2
23,23.0,58000,58000,RENT,4.0,4.0,EDUCATION,B,8000,8000,10.37,0,0.14,0.1379,N,4
22,22.0,52000,52000,RENT,0.0,0.0,VENTURE,D,8000,8000,15.58,1,0.15,0.1538,N,3
22,22.0,60000,60000,OWN,6.0,6.0,MEDICAL,C,10000,10000,,0,0.17,0.1667,Y,3
25,25.0,60000,60000,OWN,8.0,8.0,MEDICAL,B,25000,23000,10.99,0,0.42,0.4167,N,3
24,24.0,58033,58033,RENT,4.0,4.0,VENTURE,B,8000,8000,10.62,0,0.14,0.1379,N,2
22,22.0,60000,60000,OWN,6.0,6.0,EDUCATION,A,14000,14000,7.88,0,0.23,0.2333,N,2
23,23.0,58600,58600,RENT,3.0,3.0,MEDICAL,C,8000,8000,,0,0.14,0.1365,Y,3
26,26.0,54000,54000,MORTGAGE,10.0,10.0,MEDICAL,C,10000,10000,,1,0.19,0.1852,N,3
21,21.0,60000,60000,MORTGAGE,2.0,2.0,VENTURE,B,6000,6000,10.62,0,0.1,0.1,N,4
25,25.0,54000,54000,RENT,,,HOMEIMPROVEMENT,B,8000,8000,9.91,1,0.15,0.1481,N,2
22,22.0,60000,60000,RENT,2.0,2.0,DEBTCONSOLIDATION,C,8000,8000,13.49,0,0.13,0.1333,N,3
22,22.0,60000,60000,RENT,2.0,2.0,EDUCATION,B,8000,8000,10.0,0,0.13,0.1333,N,4
25,25.0,60000,60000,RENT,1.0,1.0,VENTURE,A,8000,8000,5.42,0,0.13,0.1333,N,2
25,25.0,60000,60000,RENT,6.0,6.0,PERSONAL,B,8000,8000,9.63,0,0.13,0.1333,N,3
21,21.0,60000,60000,MORTGAGE,0.0,0.0,MEDICAL,C,10000,10000,,0,0.17,0.1667,Y,4
25,25.0,60000,60000,RENT,3.0,3.0,MEDICAL,B,8000,8000,11.86,0,0.13,0.1333,N,4
23,23.0,60000,60000,MORTGAGE,3.0,3.0,PERSONAL,A,13000,13000,7.88,0,0.22,0.2167,N,4
26,26.0,60000,60000,RENT,2.0,2.0,MEDICAL,C,8000,8000,13.61,0,0.13,0.1333,N,4
22,22.0,60000,60000,RENT,6.0,6.0,MEDICAL,C,8000,8000,14.72,0,0.13,0.1333,Y,2
25,25.0,54000,54000,RENT,1.0,1.0,HOMEIMPROVEMENT,B,8000,8000,11.49,1,0.15,0.1481,N,4
23,23.0,60000,60000,RENT,3.0,3.0,EDUCATION,B,8000,8000,10.25,0,0.13,0.1333,N,3
22,22.0,60000,60000,RENT,6.0,6.0,MEDICAL,A,8000,8000,7.88,0,0.13,0.1333,N,2
22,22.0,54000,54000,RENT,4.0,4.0,EDUCATION,C,8000,8000,13.48,1,0.15,0.1481,Y,3
22,22.0,60000,60000,MORTGAGE,4.0,4.0,VENTURE,A,3000,3000,6.76,0,0.05,0.05,N,4
23,23.0,60000,60000,RENT,2.0,2.0,DEBTCONSOLIDATION,B,8000,8000,,0,0.13,0.1333,N,3
25,25.0,54000,54000,MORTGAGE,7.0,7.0,DEBTCONSOLIDATION,D,8400,8400,14.59,1,0.16,0.1556,N,2
24,24.0,60000,60000,RENT,3.0,3.0,HOMEIMPROVEMENT,D,8000,8000,14.59,0,0.13,0.1333,Y,3
23,23.0,60000,60000,RENT,2.0,2.0,EDUCATION,A,8000,8000,8.94,0,0.13,0.1333,N,3
23,23.0,60000,60000,RENT,0.0,0.0,VENTURE,B,8000,8000,11.14,0,0.13,0.1333,N,3
21,21.0,60000,60000,MORTGAGE,4.0,4.0,EDUCATION,B,12000,12000,11.36,0,0.2,0.2,N,3
23,23.0,60000,60000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,A,4000,4000,7.14,0,0.07,0.0667,N,3
21,21.0,60000,60000,RENT,2.0,2.0,EDUCATION,B,8000,8000,11.26,0,0.13,0.1333,N,3
24,24.0,60000,60000,MORTGAGE,,,MEDICAL,A,5000,5000,7.14,0,0.08,0.0833,N,2
23,23.0,60000,60000,RENT,1.0,1.0,VENTURE,B,8000,8000,12.21,0,0.13,0.1333,N,4
22,22.0,60000,60000,RENT,6.0,6.0,PERSONAL,B,8000,8000,11.14,0,0.13,0.1333,N,3
23,23.0,60228,60228,RENT,7.0,7.0,MEDICAL,C,8000,8000,12.98,0,0.13,0.1328,Y,2
23,23.0,60400,60400,RENT,2.0,2.0,VENTURE,B,8000,8000,9.25,0,0.13,0.1325,N,4
23,23.0,54780,54780,RENT,,,PERSONAL,B,8000,8000,10.65,1,0.15,0.146,N,4
23,23.0,60000,60000,MORTGAGE,7.0,7.0,EDUCATION,A,10750,10750,7.88,0,0.18,0.1792,N,3
25,25.0,54000,54000,MORTGAGE,,,DEBTCONSOLIDATION,C,12000,12000,12.73,1,0.22,0.2222,N,4
23,23.0,61000,61000,RENT,3.0,3.0,VENTURE,C,8000,8000,13.22,0,0.13,0.1311,Y,2
22,22.0,55000,55000,RENT,5.0,5.0,PERSONAL,D,8000,8000,15.31,1,0.15,0.1455,N,4
24,24.0,55000,55000,RENT,2.0,2.0,HOMEIMPROVEMENT,D,8000,8000,14.61,1,0.15,0.1455,N,2
22,22.0,60000,60000,MORTGAGE,3.0,3.0,MEDICAL,C,3250,3250,12.73,0,0.05,0.0542,Y,4
22,22.0,60000,60000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,C,12500,12500,13.11,0,0.21,0.2083,Y,2
25,25.0,61440,61440,RENT,9.0,9.0,VENTURE,B,8000,8000,10.36,0,0.13,0.1302,N,4
26,26.0,55700,55700,RENT,2.0,2.0,HOMEIMPROVEMENT,C,8000,8000,13.49,1,0.14,0.1436,Y,4
25,25.0,61995,61995,RENT,2.0,2.0,VENTURE,B,8000,8000,9.99,0,0.13,0.129,N,4
21,21.0,46000,46000,RENT,2.0,2.0,VENTURE,D,5200,5200,17.27,1,0.11,0.113,Y,4
23,23.0,54000,54000,MORTGAGE,7.0,7.0,DEBTCONSOLIDATION,D,5000,5000,14.96,1,0.09,0.0926,Y,2
22,22.0,52000,52000,RENT,3.0,3.0,EDUCATION,C,5200,5200,,0,0.1,0.1,Y,4
23,23.0,54000,54000,RENT,4.0,4.0,MEDICAL,B,5200,5200,11.71,0,0.1,0.0963,N,2
24,24.0,54000,54000,RENT,7.0,7.0,PERSONAL,B,5200,5200,10.37,1,0.1,0.0963,N,3
22,22.0,60000,60000,MORTGAGE,6.0,6.0,VENTURE,A,7000,7000,7.14,0,0.12,0.1167,N,3
26,26.0,62000,62000,RENT,1.0,1.0,MEDICAL,C,5200,5200,15.96,0,0.08,0.0839,N,4
22,22.0,54000,54000,MORTGAGE,6.0,6.0,HOMEIMPROVEMENT,C,12000,12000,13.48,1,0.22,0.2222,N,2
22,22.0,60000,60000,OWN,6.0,6.0,VENTURE,A,11500,11500,7.88,0,0.19,0.1917,N,2
25,25.0,65000,65000,RENT,0.0,0.0,PERSONAL,B,5200,5200,9.99,0,0.08,0.08,N,3
23,23.0,60000,60000,MORTGAGE,4.0,4.0,EDUCATION,A,10000,10000,,0,0.17,0.1667,N,4
23,23.0,15000,15000,RENT,3.0,3.0,DEBTCONSOLIDATION,B,5175,5175,12.18,1,0.34,0.345,N,2
25,25.0,21000,21000,RENT,0.0,0.0,DEBTCONSOLIDATION,B,5175,5175,12.53,1,0.25,0.2464,N,2
25,25.0,60000,60000,OWN,5.0,5.0,VENTURE,C,1200,1200,13.85,0,0.02,0.02,N,2
21,21.0,54000,54000,RENT,5.0,5.0,DEBTCONSOLIDATION,A,5125,5125,5.99,1,0.09,0.0949,N,4
21,21.0,60000,60000,MORTGAGE,5.0,5.0,DEBTCONSOLIDATION,C,5000,5000,13.48,0,0.08,0.0833,N,2
22,22.0,60000,60000,MORTGAGE,6.0,6.0,DEBTCONSOLIDATION,C,6000,6000,13.11,0,0.1,0.1,Y,4
22,22.0,60000,60000,RENT,2.0,2.0,MEDICAL,B,5125,5125,11.86,0,0.09,0.0854,N,3
26,26.0,28000,28000,RENT,6.0,6.0,EDUCATION,B,5100,5100,11.89,0,0.18,0.1821,N,4
23,23.0,60000,60000,OWN,2.0,2.0,MEDICAL,D,18500,18500,15.33,0,0.31,0.3083,N,2
25,25.0,60000,60000,OWN,10.0,10.0,EDUCATION,B,5500,5500,10.99,0,0.09,0.0917,N,2
25,25.0,32000,32000,RENT,4.0,4.0,VENTURE,A,5100,5100,8.38,0,0.16,0.1594,N,3
21,21.0,35368,35368,RENT,0.0,0.0,DEBTCONSOLIDATION,C,5100,5100,12.99,0,0.14,0.1442,N,2
21,21.0,37200,37200,RENT,2.0,2.0,MEDICAL,A,5100,5100,7.49,0,0.14,0.1371,N,4
26,26.0,60000,60000,MORTGAGE,3.0,3.0,PERSONAL,A,11500,11500,7.88,0,0.19,0.1917,N,2
25,25.0,45000,45000,RENT,4.0,4.0,MEDICAL,B,5100,5100,10.0,0,0.11,0.1133,N,4
22,22.0,60000,60000,MORTGAGE,6.0,6.0,MEDICAL,B,5000,5000,11.83,0,0.08,0.0833,N,4
22,22.0,60000,60000,MORTGAGE,6.0,6.0,VENTURE,D,24250,23000,15.31,0,0.4,0.4042,Y,2
24,24.0,53000,53000,RENT,5.0,5.0,EDUCATION,A,5100,5100,7.9,0,0.1,0.0962,N,2
26,26.0,56000,56000,RENT,1.0,1.0,PERSONAL,A,5100,5100,8.0,0,0.09,0.0911,N,4
23,23.0,60000,60000,MORTGAGE,7.0,7.0,VENTURE,B,2450,2450,11.48,0,0.04,0.0408,N,2
23,23.0,60000,60000,MORTGAGE,0.0,0.0,VENTURE,F,3000,3000,19.13,0,0.05,0.05,N,2
25,25.0,33600,33600,RENT,5.0,5.0,PERSONAL,A,5075,5075,5.79,0,0.15,0.151,N,2
22,22.0,36000,36000,RENT,4.0,4.0,DEBTCONSOLIDATION,B,5075,5075,,0,0.14,0.141,N,2
23,23.0,60000,60000,OWN,0.0,0.0,PERSONAL,B,8000,8000,12.53,0,0.13,0.1333,N,2
26,26.0,34000,34000,RENT,8.0,8.0,MEDICAL,D,5050,5050,16.89,1,0.15,0.1485,N,4
25,25.0,66000,66000,RENT,1.0,1.0,HOMEIMPROVEMENT,B,5050,5050,11.49,0,0.08,0.0765,N,2
24,24.0,60000,60000,OWN,9.0,9.0,MEDICAL,B,15000,15000,11.83,0,0.25,0.25,N,4
23,23.0,60000,60000,MORTGAGE,3.0,3.0,MEDICAL,A,4500,4500,7.4,0,0.07,0.075,N,3
22,22.0,74000,74000,RENT,4.0,4.0,PERSONAL,A,5050,5050,5.42,0,0.07,0.0682,N,3
22,22.0,40000,40000,RENT,2.0,2.0,DEBTCONSOLIDATION,C,5025,5025,13.43,0,0.13,0.1256,N,2
21,21.0,10000,10000,RENT,0.0,0.0,PERSONAL,D,5000,5000,12.17,1,0.5,0.5,Y,2
22,22.0,60000,60000,MORTGAGE,3.0,3.0,MEDICAL,A,2000,2000,7.4,0,0.03,0.0333,N,2
24,24.0,10668,10668,RENT,0.0,0.0,HOMEIMPROVEMENT,A,5000,5000,7.88,1,0.47,0.4687,N,3
24,24.0,10800,10800,RENT,8.0,8.0,VENTURE,A,5000,5000,7.88,1,0.46,0.463,N,2
23,23.0,60000,60000,MORTGAGE,0.0,0.0,MEDICAL,A,5000,5000,,0,0.08,0.0833,N,2
21,21.0,12000,12000,RENT,5.0,5.0,VENTURE,B,5000,5000,11.49,1,0.42,0.4167,N,2
26,26.0,12000,12000,RENT,,,VENTURE,A,5000,5000,6.92,1,0.42,0.4167,N,4
21,21.0,12360,12360,RENT,,,VENTURE,B,5000,5000,10.75,1,0.4,0.4045,N,4
23,23.0,60000,60000,MORTGAGE,7.0,7.0,EDUCATION,B,20000,20000,12.18,0,0.33,0.3333,N,4
24,24.0,13000,13000,RENT,0.0,0.0,DEBTCONSOLIDATION,A,5000,5000,8.0,1,0.38,0.3846,N,2
23,23.0,60000,60000,MORTGAGE,7.0,7.0,PERSONAL,C,2000,2000,14.26,0,0.03,0.0333,Y,3
21,21.0,14400,14400,RENT,3.0,3.0,VENTURE,C,5000,5000,13.72,1,0.35,0.3472,N,4
23,23.0,14400,14400,RENT,2.0,2.0,VENTURE,A,5000,5000,6.91,1,0.35,0.3472,N,3
26,26.0,60000,60000,MORTGAGE,10.0,10.0,PERSONAL,A,1200,1200,7.4,0,0.02,0.02,N,4
25,25.0,60000,60000,OWN,3.0,3.0,PERSONAL,C,16000,16000,13.57,0,0.27,0.2667,Y,4
22,22.0,15000,15000,RENT,0.0,0.0,VENTURE,D,5000,5000,,1,0.33,0.3333,Y,4
25,25.0,60000,60000,MORTGAGE,9.0,9.0,PERSONAL,C,10200,10200,13.92,0,0.17,0.17,Y,4
23,23.0,60000,60000,OWN,4.0,4.0,VENTURE,C,10000,10000,13.22,0,0.17,0.1667,N,4
24,24.0,60000,60000,MORTGAGE,3.0,3.0,VENTURE,B,4000,4000,12.18,0,0.07,0.0667,N,2
22,22.0,54000,54000,MORTGAGE,1.0,1.0,HOMEIMPROVEMENT,D,10000,10000,14.61,1,0.19,0.1852,Y,4
26,26.0,15600,15600,RENT,5.0,5.0,DEBTCONSOLIDATION,A,5000,5000,5.99,1,0.32,0.3205,N,3
22,22.0,54000,54000,MORTGAGE,3.0,3.0,DEBTCONSOLIDATION,D,22750,22750,,1,0.42,0.4213,Y,2
22,22.0,60000,60000,MORTGAGE,6.0,6.0,EDUCATION,D,5000,5000,14.61,0,0.08,0.0833,Y,3
22,22.0,60000,60000,OTHER,6.0,6.0,VENTURE,D,8000,8000,16.0,0,0.13,0.1333,N,2
25,25.0,15600,15600,RENT,6.0,6.0,MEDICAL,B,5000,5000,10.75,1,0.32,0.3205,N,3
23,23.0,60000,60000,MORTGAGE,6.0,6.0,PERSONAL,A,3350,3350,,0,0.06,0.0558,N,4
23,23.0,60000,60000,MORTGAGE,7.0,7.0,PERSONAL,B,9500,9500,12.53,0,0.16,0.1583,N,2
26,26.0,16120,16120,RENT,2.0,2.0,PERSONAL,B,5000,5000,11.58,1,0.31,0.3102,N,3
26,26.0,60000,60000,MORTGAGE,10.0,10.0,DEBTCONSOLIDATION,A,6000,6000,8.94,0,0.1,0.1,N,4
22,22.0,16320,16320,RENT,0.0,0.0,DEBTCONSOLIDATION,B,5000,5000,12.53,1,0.31,0.3064,N,2
24,24.0,60000,60000,MORTGAGE,0.0,0.0,EDUCATION,D,8000,8000,15.65,0,0.13,0.1333,N,3
24,24.0,60000,60000,MORTGAGE,6.0,6.0,HOMEIMPROVEMENT,A,14000,14000,8.94,0,0.23,0.2333,N,2
26,26.0,60000,60000,MORTGAGE,5.0,5.0,EDUCATION,B,6000,6000,11.83,0,0.1,0.1,N,2
26,26.0,16800,16800,RENT,0.0,0.0,EDUCATION,B,5000,5000,,1,0.3,0.2976,N,4
24,24.0,16800,16800,RENT,1.0,1.0,EDUCATION,C,5000,5000,14.22,1,0.3,0.2976,Y,4
22,22.0,54000,54000,MORTGAGE,0.0,0.0,EDUCATION,B,4000,4000,11.14,1,0.07,0.0741,N,3
25,25.0,54000,54000,MORTGAGE,9.0,9.0,DEBTCONSOLIDATION,B,12000,12000,12.53,1,0.22,0.2222,N,4
23,23.0,17004,17004,RENT,3.0,3.0,MEDICAL,A,5000,5000,6.54,1,0.29,0.294,N,2
21,21.0,17220,17220,RENT,,,DEBTCONSOLIDATION,B,5000,5000,10.37,1,0.29,0.2904,N,3
25,25.0,60000,60000,OTHER,3.0,3.0,DEBTCONSOLIDATION,B,5000,5000,11.14,0,0.08,0.0833,N,3
22,22.0,17720,17720,RENT,6.0,6.0,HOMEIMPROVEMENT,B,5000,5000,9.62,1,0.28,0.2822,N,4
22,22.0,60000,60000,MORTGAGE,6.0,6.0,PERSONAL,B,12900,12900,11.14,0,0.21,0.215,N,4
23,23.0,18000,18000,RENT,0.0,0.0,EDUCATION,A,5000,5000,8.59,1,0.28,0.2778,N,4
21,21.0,18492,18492,RENT,0.0,0.0,EDUCATION,D,5000,5000,12.92,1,0.27,0.2704,Y,3
23,23.0,60000,60000,MORTGAGE,1.0,1.0,MEDICAL,C,13200,13200,13.16,0,0.22,0.22,Y,2
23,23.0,18720,18720,RENT,,,DEBTCONSOLIDATION,D,5000,5000,16.32,1,0.27,0.2671,Y,3
21,21.0,19140,19140,RENT,,,VENTURE,A,5000,5000,8.49,1,0.26,0.2612,N,4
25,25.0,60000,60000,MORTGAGE,2.0,2.0,PERSONAL,B,1800,1800,12.21,0,0.03,0.03,N,2
25,25.0,19200,19200,RENT,3.0,3.0,VENTURE,B,5000,5000,10.99,1,0.26,0.2604,N,3
22,22.0,60000,60000,MORTGAGE,5.0,5.0,VENTURE,B,20000,20000,12.21,0,0.33,0.3333,N,3
24,24.0,19200,19200,RENT,2.0,2.0,DEBTCONSOLIDATION,B,5000,5000,,1,0.26,0.2604,N,3
25,25.0,19200,19200,RENT,0.0,0.0,HOMEIMPROVEMENT,B,5000,5000,9.62,1,0.26,0.2604,N,2
22,22.0,60000,60000,MORTGAGE,7.0,7.0,EDUCATION,D,10000,10000,,0,0.17,0.1667,N,3
25,25.0,19800,19800,RENT,0.0,0.0,DEBTCONSOLIDATION,C,5000,5000,13.49,1,0.25,0.2525,Y,4
23,23.0,60000,60000,MORTGAGE,6.0,6.0,EDUCATION,B,11500,11500,11.26,0,0.19,0.1917,N,2
21,21.0,19968,19968,RENT,4.0,4.0,MEDICAL,C,5000,5000,,1,0.25,0.2504,N,3
24,24.0,60000,60000,MORTGAGE,8.0,8.0,PERSONAL,D,10000,10000,14.42,0,0.17,0.1667,N,4
24,24.0,60000,60000,MORTGAGE,7.0,7.0,PERSONAL,A,10000,10000,9.63,0,0.17,0.1667,N,2
24,24.0,60000,60000,MORTGAGE,8.0,8.0,VENTURE,A,2800,2800,9.32,0,0.05,0.0467,N,4
25,25.0,60000,60000,OWN,9.0,9.0,HOMEIMPROVEMENT,C,3000,3000,13.79,0,0.05,0.05,Y,2
22,22.0,60000,60000,MORTGAGE,6.0,6.0,MEDICAL,C,9000,9000,13.79,0,0.15,0.15,Y,2
22,22.0,20000,20000,RENT,2.0,2.0,DEBTCONSOLIDATION,B,5000,5000,11.86,0,0.25,0.25,N,4
21,21.0,20000,20000,RENT,2.0,2.0,DEBTCONSOLIDATION,B,5000,5000,10.39,0,0.25,0.25,N,2
24,24.0,54000,54000,MORTGAGE,8.0,8.0,VENTURE,D,1500,1500,14.42,1,0.03,0.0278,Y,2
